Time,Load in lbs,Left right Center of pressure in cm
19.8799831,202.8390131,0.043363187
19.88098277,202.8482147,0.043351862
19.88198233,202.8567118,0.043340987
19.8829811,202.8647034,0.043330278
19.8839811,202.8720573,0.043320268
19.88498167,202.8786952,0.043310574
19.88598033,202.884556,0.043301015
19.88698134,202.8894297,0.043292082
19.88798005,202.893548,0.043283462
19.88897977,202.8967984,0.043275002
19.88998242,202.8993263,0.043266087
19.8909815,202.9010083,0.043257061
19.89198144,202.9018535,0.043248195
19.8929739,202.9020228,0.043239362
19.89397907,202.9015305,0.043230632
19.89497403,202.9001745,0.04322227
19.89600064,202.8978038,0.043214224
19.89699818,202.8943313,0.043206809
19.89799596,202.889753,0.043199851
19.89899299,202.88406,0.043193528
19.89997145,202.8771426,0.043187632
19.90099057,202.8689484,0.043181843
19.90198786,202.8597226,0.043175792
19.90298758,202.8492053,0.043170221
19.90398741,202.8376609,0.043164554
19.90498614,202.8252425,0.043158836
19.90598399,202.8118879,0.043153064
19.90698344,202.797638,0.043147299
19.9079831,202.7824453,0.043142023
19.90898617,202.7662068,0.043137387
19.90998844,202.7490385,0.043132852
19.91098564,202.7305809,0.043128726
19.91198508,202.7106785,0.043125451
19.91298454,202.6893184,0.043122146
19.91398539,202.6668115,0.043118645
19.91498512,202.6432532,0.043115017
19.91598326,202.6188291,0.043111255
19.91698497,202.5932352,0.043107071
19.91798486,202.5670024,0.043103225
19.91898288,202.5400115,0.043099625
19.91998061,202.5121015,0.04309646
19.92097955,202.4834084,0.043093669
19.92197921,202.4539683,0.043091074
19.92298021,202.4237531,0.043088563
19.92398022,202.3924202,0.043086282
19.92499926,202.3602977,0.043084338
19.92598086,202.3271475,0.043082188
19.92697935,202.2932377,0.043079779
19.92797487,202.2585762,0.043077329
19.92899485,202.2232287,0.04307451
19.92999343,202.187435,0.043071364
19.93099265,202.1512034,0.043068352
19.93199273,202.1145482,0.043065723
19.93299284,202.0776187,0.043063371
19.93399203,202.0403409,0.043061474
19.93498921,202.0029314,0.043059907
19.93599071,201.9650102,0.043058264
19.93699081,201.9266512,0.043056648
19.93798758,201.8880778,0.043054749
19.93898784,201.8494796,0.043052591
19.93999093,201.8108699,0.043049929
19.94098751,201.7727643,0.043046941
19.94198788,201.7349551,0.043043744
19.9429866,201.6977536,0.043040472
19.94398463,201.6610375,0.043037205
19.94498697,201.6246526,0.043033645
19.94598885,201.5887292,0.043030256
19.94698581,201.5535213,0.043026745
19.94798477,201.5187556,0.043022997
19.94898488,201.4845707,0.043019018
19.94998266,201.451111,0.043015238
19.95098343,201.4184885,0.043011146
19.95198218,201.3867401,0.043006601
19.95298159,201.3558586,0.043001682
19.95398182,201.325744,0.042996539
19.95498302,201.296702,0.042990902
19.95598058,201.2690241,0.042984476
19.95697927,201.2426211,0.042977955
19.95798025,201.2176516,0.042971085
19.95897939,201.1940367,0.042963941
19.95997518,201.1715694,0.04295668
19.9609806,201.1500126,0.042949146
19.96199751,201.1295147,0.04294143
19.96297993,201.1101151,0.042933863
19.96397869,201.0918425,0.042925743
19.96499548,201.0747574,0.042917008
19.96599427,201.0588163,0.042907804
19.9669936,201.0443038,0.042898208
19.96799408,201.031072,0.042888011
19.96899357,201.0191033,0.042877474
19.97002199,201.0083239,0.042867007
19.97099508,200.9987196,0.042856016
19.97199312,200.9905333,0.042844952
19.97298945,200.9834762,0.042833803
19.97399108,200.9774473,0.042822333
19.97498747,200.9725539,0.042810633
19.97598671,200.9685743,0.042798492
19.97698579,200.9655492,0.042785973
19.97798606,200.963273,0.042773342
19.97898567,200.9616224,0.042760498
19.9799853,200.9606632,0.042747358
19.98098397,200.9605415,0.042733818
19.98198257,200.9611189,0.042719861
19.98298271,200.9624207,0.042705995
19.98398224,200.9642847,0.042692006
19.98498248,200.9666928,0.042678165
19.98598169,200.9695221,0.042664457
19.98698186,200.9725654,0.042650791
19.98798229,200.9758269,0.042637062
19.98898327,200.9792545,0.042623152
19.98998391,200.9831935,0.042608898
19.99098245,200.9873269,0.042594417
19.99198059,200.9918583,0.042579844
19.99298238,200.9966398,0.042564979
19.99398168,201.0014351,0.042550433
19.99497961,201.0061905,0.042535996
19.99597421,201.010516,0.042522023
19.99698061,201.0146054,0.042507986
19.99798036,201.0187755,0.042494428
19.99897531,201.0227034,0.04248086
19.99997314,201.026285,0.042467452
20.00099224,201.029585,0.042454218
20.00197197,201.0326362,0.042441427
20.00299206,201.03529,0.042428763
20.00399106,201.0377107,0.042416248
20.0049905,201.0400286,0.04240378
20.00599217,201.0422782,0.042391449
20.0069907,201.0445479,0.042379466
20.00798944,201.0466789,0.042367687
20.00898873,201.0487252,0.042356094
20.00999024,201.0505792,0.042344639
20.01098854,201.0520831,0.042333402
20.0119889,201.0529815,0.042322629
20.0129875,201.0534792,0.042311951
20.01399446,201.0536693,0.042301707
20.01498752,201.0534416,0.042291806
20.01598613,201.0527965,0.042282073
20.01698556,201.0517947,0.042272518
20.01798502,201.0505491,0.04226329
20.01898376,201.0491375,0.042254531
20.01998172,201.0475114,0.042246557
20.02098252,201.0457618,0.042238926
20.02198234,201.0436391,0.04223155
20.02298097,201.0412896,0.042224362
20.02398171,201.0390356,0.042217579
20.02498206,201.0365422,0.042210887
20.02597944,201.0339001,0.042204657
20.02698048,201.0310799,0.042198946
20.027974,201.0281687,0.04219372
20.02897438,201.0250377,0.042188793
20.03000139,201.0217218,0.042184421
20.0309746,201.018283,0.04218035
20.03197351,201.0147841,0.042176566
20.03297439,201.0113521,0.042172814
20.03397319,201.0079957,0.042169259
20.03497241,201.0048037,0.04216632
20.03597238,201.0014605,0.042163825
20.03699375,200.9980263,0.042161632
20.03797207,200.9946532,0.042159751
20.03899077,200.9916254,0.042157846
20.03999289,200.9890022,0.042155622
20.04099066,200.9866159,0.042153527
20.04199055,200.9845615,0.042151749
20.04298919,200.9828763,0.042150382
20.04399051,200.9813983,0.042149364
20.04499092,200.9800813,0.042148429
20.04599116,200.9790354,0.042147425
20.04699076,200.9784258,0.042146426
20.04799071,200.978156,0.04214568
20.04898735,200.9780874,0.042145259
20.04999547,200.9785195,0.042144853
20.05098185,200.979319,0.042144215
20.05198257,200.9804985,0.042143785
20.05298253,200.9822264,0.04214315
20.05398305,200.9845011,0.042142572
20.05498103,200.9873407,0.042142488
20.05598124,200.9907845,0.0421421
20.05697976,200.9948296,0.042141466
20.05797939,200.9995515,0.042140721
20.05897964,201.0047992,0.042140285
20.05998058,201.010622,0.042139685
20.06098274,201.0167474,0.042139015
20.06198315,201.0232446,0.042138534
20.06298204,201.0300777,0.042137847
20.06398048,201.0371256,0.042137047
20.06498118,201.0444099,0.042136062
20.0659802,201.0519674,0.042134992
20.06698027,201.0600965,0.042133966
20.06797887,201.0686043,0.042133187
20.06897515,201.0776049,0.042132161
20.06999462,201.0867664,0.042131494
20.07097332,201.0961089,0.0421308
20.07197109,201.1059133,0.042129772
20.07299278,201.1158594,0.042128363
20.07399345,201.126188,0.042127003
20.07499214,201.13671,0.042125655
20.07599083,201.1474813,0.042124137
20.07698918,201.1585165,0.042122811
20.07798715,201.169627,0.042121267
20.07898766,201.1807758,0.042120031
20.07998584,201.1918947,0.042119234
20.08098822,201.2029231,0.042118715
20.08198851,201.2138779,0.042118176
20.08298687,201.2248857,0.042117818
20.08398567,201.2358715,0.042117762
20.08498564,201.246675,0.042117655
20.08598526,201.2575393,0.042117806
20.08698465,201.268268,0.04211823
20.08798449,201.2790533,0.042118914
20.08898392,201.2897337,0.042119856
20.08998293,201.3002964,0.042120837
20.09098371,201.3109025,0.04212212
20.09198403,201.3213712,0.042123606
20.09298212,201.3317658,0.042125714
20.09398209,201.3417915,0.042128522
20.09498192,201.3512629,0.042132068
20.0959817,201.3601906,0.042136106
20.0969822,201.3685589,0.042140949
20.09798307,201.3764384,0.042146264
20.09898102,201.3837774,0.042151944
20.09998071,201.3906404,0.042158381
20.10097534,201.3968354,0.042165223
20.1019741,201.4023868,0.042172785
20.10297446,201.4074208,0.04218116
20.10397848,201.4119164,0.042190305
20.10497295,201.4158211,0.04220039
20.10597266,201.4190567,0.042211171
20.1069721,201.421584,0.042222568
20.10799085,201.4235884,0.042234561
20.10899072,201.4248887,0.0422472
20.10998964,201.4255535,0.042260457
20.11098885,201.4254787,0.042274579
20.11198887,201.4244969,0.042289592
20.11298985,201.422771,0.042305229
20.11398881,201.4201855,0.042321693
20.11498877,201.4168964,0.042338956
20.11598898,201.4127675,0.042357036
20.11698832,201.4077049,0.042376214
20.11798718,201.4018413,0.04239614
20.11898632,201.3952759,0.042416926
20.11998407,201.3878149,0.042438969
20.12098384,201.3794308,0.042461911
20.1219856,201.3702602,0.042485457
20.12298771,201.3605494,0.042509356
20.12398412,201.3503602,0.042533734
20.12498238,201.339757,0.042558827
20.12598203,201.3287752,0.042584746
20.12698117,201.3174558,0.042611213
20.12798024,201.3057187,0.042638256
20.12898258,201.2933819,0.042665965
20.12998202,201.280544,0.042694503
20.13097935,201.2670874,0.042723897
20.13197835,201.2531523,0.042753974
20.13297868,201.2387221,0.04278461
20.13397833,201.2238792,0.042815774
20.13497472,201.2086348,0.042847236
20.13597458,201.1932304,0.042879274
20.13697466,201.1776764,0.042911507
20.13797265,201.16213,0.04294398
20.13897195,201.1466172,0.042976487
20.13999097,201.1311721,0.043009286
20.14099375,201.1159818,0.043042477
20.14199464,201.1008152,0.043076555
20.14299234,201.0858154,0.043111076
20.14399158,201.0706745,0.043145721
20.14499275,201.0554153,0.043180566
20.14599242,201.0400754,0.043215943
20.14699113,201.0247687,0.043251507
20.14799161,201.0093513,0.043287155
20.14899066,200.9942248,0.043323189
20.1499901,200.9793505,0.043359314
20.15098661,200.964686,0.043395355
20.15198656,200.9501698,0.043431548
20.15298594,200.9359554,0.04346808
20.15398446,200.9219685,0.043504793
20.15498387,200.9083751,0.04354138
20.15598387,200.8949284,0.043578089
20.15698305,200.8817535,0.043614261
20.15798328,200.8688859,0.043650458
20.15898216,200.8562327,0.043687037
20.15998234,200.84376,0.04372369
20.16098176,200.8314032,0.043760106
20.1619815,200.8191884,0.04379631
20.16298168,200.8071573,0.043832119
20.16398239,200.7953678,0.043867715
20.1649845,200.7838144,0.043903025
20.16598311,200.7724737,0.043938176
20.16698224,200.761368,0.043973609
20.16798129,200.7503182,0.044008889
20.16897489,200.7393624,0.044044113
20.1699983,200.7284425,0.04407918
20.1709746,200.717593,0.044113896
20.17197524,200.706912,0.044148172
20.17299435,200.6963885,0.044182
20.17399528,200.6861023,0.044215573
20.17499405,200.6762624,0.044249072
20.17599294,200.6667566,0.044282239
20.17699192,200.6574473,0.044314945
20.1779923,200.6482701,0.044347395
20.17899048,200.6392651,0.044379156
20.17999027,200.6305648,0.044410834
20.18099329,200.6220198,0.044442676
20.18199112,200.6135664,0.044474666
20.18298996,200.6053469,0.044506574
20.18398886,200.5974518,0.044538269
20.18498862,200.589593,0.044569865
20.18598893,200.5822195,0.044600857
20.18698669,200.5749098,0.044631665
20.18798676,200.5679534,0.04466219
20.18898717,200.5615249,0.044692577
20.18998494,200.5555771,0.04472257
20.1909847,200.5500162,0.044752659
20.1919831,200.5448212,0.044782826
20.19298424,200.5400878,0.044813257
20.19398297,200.5355935,0.04484361
20.19498175,200.531188,0.044873766
20.19598149,200.5270443,0.044903955
20.19698282,200.5231604,0.044933766
20.19798559,200.5194178,0.044963515
20.19898157,200.5159236,0.044993006
20.1999792,200.5126137,0.045022597
20.20098212,200.5097199,0.045051938
20.20198079,200.5070518,0.045080903
20.2029799,200.5047654,0.045109764
20.20397992,200.5026869,0.045139022
20.20497924,200.5008,0.045168111
20.20597943,200.4990458,0.045196791
20.20699453,200.4975988,0.045225406
20.20797505,200.4966012,0.045253747
20.20897233,200.495897,0.045282265
20.20999377,200.4952688,0.045310837
20.21099376,200.4948074,0.045339472
20.21199314,200.4944109,0.045368175
20.21299213,200.4942306,0.045396688
20.21399192,200.4943056,0.045425653
20.21499164,200.4945281,0.045454511
20.21599111,200.494874,0.045483725
20.21699025,200.4952956,0.045512977
20.21799035,200.4959332,0.045542377
20.21898845,200.4967995,0.045571722
20.21998776,200.4976696,0.045601002
20.22098556,200.49892,0.045630413
20.22198501,200.5003892,0.045659877
20.222984,200.5022402,0.045689278
20.22398384,200.5044467,0.045718952
20.22498488,200.5071931,0.045748279
20.22598516,200.5103148,0.045777739
20.22698358,200.5137424,0.04580753
20.22798231,200.5174241,0.045837052
20.2289822,200.5210781,0.045866377
20.22998221,200.5249393,0.045895571
20.23098223,200.5291678,0.04592479
20.23198185,200.5335696,0.045954208
20.2329832,200.5382635,0.045983541
20.23398267,200.543058,0.046012758
20.23498266,200.5480247,0.046042216
20.23597925,200.5532369,0.046071775
20.2369822,200.5585044,0.046101307
20.23798171,200.5641687,0.04613112
20.23898044,200.5699949,0.046161247
20.23998119,200.5759334,0.046191028
20.24097864,200.5819833,0.046220704
20.24197529,200.5883184,0.046250372
20.24299368,200.5949701,0.046280062
20.2439934,200.6017417,0.046309717
20.24497355,200.6085991,0.046339053
20.24599113,200.615456,0.046368678
20.24698992,200.6224421,0.04639819
20.24798949,200.6294482,0.04642803
20.24899043,200.6365688,0.04645756
20.24998922,200.6437366,0.046487238
20.25099208,200.6510106,0.046516932
20.2519889,200.6582991,0.046546387
20.25298844,200.6655467,0.04657567
20.2539911,200.6728715,0.046605087
20.25498823,200.6801208,0.046634296
20.25598724,200.6875672,0.046663432
20.25698695,200.6950682,0.046692416
20.25798458,200.7027191,0.046721543
20.25898413,200.7104872,0.046750448
20.25998426,200.7184956,0.046779296
20.26098651,200.7264899,0.046808071
20.26198778,200.7343665,0.046836886
20.26298271,200.7418823,0.046865783
20.26398244,200.7493298,0.046894145
20.26498371,200.7566989,0.046922745
20.26598477,200.7639202,0.046951072
20.26698063,200.7710428,0.046978867
20.26797515,200.7779343,0.047006484
20.26898247,200.784784,0.047034227
20.26997976,200.7913909,0.047062003
20.27098293,200.7977529,0.047089402
20.27200023,200.8040802,0.047116379
20.27298235,200.8104356,0.04714317
20.27398105,200.8166859,0.047169753
20.27499537,200.8230668,0.047195988
20.27597527,200.8294447,0.047221766
20.27697482,200.8358454,0.047247709
20.27799387,200.8420069,0.047273468
20.27897471,200.8477801,0.047298882
20.27999219,200.853449,0.047324235
20.2810133,200.8590648,0.047349089
20.28199047,200.864611,0.047373211
20.28298987,200.8699466,0.047396668
20.28398817,200.8751087,0.047419977
20.28498785,200.8802322,0.047442778
20.28598697,200.8854378,0.047465293
20.28698627,200.8905349,0.047487702
20.28798756,200.8956004,0.047510172
20.28898602,200.900487,0.047532182
20.2899848,200.905324,0.047553813
20.29098696,200.9101757,0.047575011
20.29198721,200.9148832,0.047595924
20.29298734,200.9196504,0.047616496
20.29398639,200.924275,0.047636453
20.29498506,200.9287507,0.047655929
20.29598418,200.9329408,0.047674775
20.29698462,200.9370197,0.04769328
20.29798732,200.9409988,0.047711674
20.29898501,200.9448526,0.047730112
20.29998425,200.948537,0.047748729
20.30098262,200.9520483,0.047767545
20.30198416,200.9553314,0.047786506
20.30298263,200.9583099,0.047805135
20.30398157,200.960851,0.047823099
20.30498034,200.9633328,0.047840431
20.3059751,200.9656182,0.047857952
20.30698305,200.9677621,0.047875052
20.30798022,200.9699093,0.047891883
20.30898015,200.9721176,0.04790861
20.30997947,200.9742772,0.047925231
20.31101734,200.9763865,0.047941598
20.31199477,200.9782643,0.047957721
20.31299475,200.9799186,0.04797383
20.31399452,200.9812672,0.047990148
20.31499399,200.9825083,0.048006632
20.31599375,200.9834753,0.048023186
20.31699085,200.9841691,0.048039042
20.31799061,200.9846203,0.048054602
20.31898844,200.9850404,0.048069646
20.31998891,200.9854441,0.048084588
20.32101698,200.9858456,0.048099046
20.32198798,200.9863763,0.048113329
20.32298623,200.9869694,0.048127559
20.32398439,200.9875705,0.048141791
20.32498552,200.9880368,0.048155933
20.32598493,200.9885246,0.048169904
20.32698414,200.9889118,0.048183797
20.32798193,200.9889842,0.048197471
20.32898288,200.9887043,0.048211022
20.32998341,200.9883016,0.048224701
20.33100976,200.9879767,0.048237915
20.33198291,200.9876684,0.048250809
20.33298305,200.9873566,0.048263815
20.33398198,200.9871183,0.04827684
20.33498257,200.986867,0.048290045
20.33598191,200.9866509,0.048302939
20.33698171,200.9864226,0.048315735
20.33798411,200.9860461,0.048328612
20.33897975,200.9856763,0.048341345
20.33997915,200.9851253,0.048354217
20.34098793,200.9845496,0.048366926
20.34197964,200.9838576,0.0483792
20.3429754,200.9830302,0.048391535
20.34397445,200.982148,0.048403518
20.3449954,200.981184,0.04841507
20.3459935,200.9802465,0.048426383
20.34697375,200.9791845,0.048437581
20.34799718,200.9780653,0.048448946
20.34899611,200.9767848,0.048460535
20.34999215,200.9754929,0.048472154
20.35099403,200.9740392,0.048483841
20.35199042,200.9723392,0.048495153
20.35299048,200.970406,0.048506409
20.3539886,200.968252,0.048517405
20.35498745,200.9659175,0.048528304
20.35598675,200.9635119,0.048538824
20.35698856,200.9611778,0.048548869
20.35798762,200.9590188,0.048558252
20.35898742,200.9569516,0.048567208
20.35998514,200.954951,0.048575826
20.36098919,200.9529256,0.048584443
20.36198689,200.9507606,0.048592801
20.36298517,200.9484466,0.048601165
20.36398432,200.9459116,0.048609283
20.36498472,200.9430751,0.048617368
20.36598291,200.9400942,0.048624967
20.36698277,200.9368264,0.048632457
20.36798262,200.9333871,0.048639337
20.36898127,200.9299669,0.048645461
20.36998119,200.9265848,0.048651274
20.37098291,200.923357,0.048656503
20.37198405,200.9202994,0.048661444
20.37298315,200.9172317,0.0486662
20.37398168,200.9140882,0.048670963
20.37498166,200.9109603,0.048675327
20.37598156,200.9077522,0.048679658
20.37697925,200.9045262,0.048683876
20.37797438,200.9009975,0.048688168
20.37897986,200.8971479,0.048692237
20.37997492,200.893093,0.048696001
20.3809802,200.8889911,0.048698798
20.38199436,200.8849122,0.048701065
20.38299235,200.8807205,0.04870313
20.38399202,200.8764892,0.048705121
20.38499263,200.8723509,0.048707029
20.3859916,200.8681273,0.048708838
20.38699115,200.8635623,0.048710933
20.3879897,200.8585533,0.048712924
20.3889895,200.8532188,0.048715057
20.38998902,200.8475697,0.04871729
20.39098783,200.8418734,0.048719299
20.39199176,200.8359626,0.048721157
20.39298948,200.830054,0.048722604
20.39398903,200.8240741,0.048723619
20.39498736,200.8179854,0.048724294
20.39598637,200.8115611,0.048724966
20.39698729,200.8051188,0.04872574
20.39798697,200.7985835,0.048726744
20.39898433,200.7918268,0.048727764
20.39998391,200.7846797,0.048729332
20.40098559,200.777153,0.048731202
20.40198192,200.76924,0.048733005
20.40298239,200.7609097,0.0487347
20.40398174,200.752251,0.048736172
20.40498263,200.7434114,0.048737502
20.40598136,200.7345842,0.04873859
20.40698173,200.7258318,0.048739419
20.40798172,200.7171003,0.048740024
20.40898199,200.7086483,0.048740893
20.4099795,200.7004013,0.048741717
20.41098074,200.692167,0.048742406
20.41198228,200.6837967,0.048743163
20.41298185,200.6752025,0.048744001
20.41398128,200.6664197,0.048745341
20.41499593,200.657564,0.048746788
20.41597299,200.648446,0.048747829
20.41699411,200.6392761,0.048748742
20.41799428,200.6301207,0.048749529
20.41899367,200.6210347,0.048749547
20.41999216,200.6120446,0.048749561
20.42099376,200.6032301,0.048749428
20.42199057,200.5946099,0.048748966
20.42299432,200.5866478,0.04874843
20.42399355,200.57895,0.048747974
20.42499315,200.5715443,0.048747421
20.42598989,200.5644607,0.048746556
20.42698697,200.5573894,0.048745148
20.42798731,200.5505267,0.048743386
20.42898564,200.5438468,0.048741244
20.42998584,200.5374616,0.048739198
20.43098394,200.5313619,0.048736834
20.43198187,200.5257203,0.04873413
20.43298196,200.5204825,0.048731237
20.43398229,200.5156359,0.048727755
20.43498267,200.5111378,0.048724247
20.43598168,200.5071591,0.048720684
20.43698086,200.5035208,0.048717189
20.43798078,200.5002734,0.048713244
20.43898071,200.4975222,0.048709291
20.43997934,200.4951368,0.048705318
20.44097376,200.4930029,0.048700804
20.44198489,200.4910796,0.048695834
20.44298335,200.4896869,0.048690559
20.44398322,200.4888811,0.048685231
20.44498038,200.4884709,0.048679441
20.44598319,200.4884325,0.048673131
20.44697498,200.4887926,0.048666632
20.44798069,200.4893395,0.048660286
20.44899517,200.4901025,0.04865399
20.44997382,200.4911593,0.048647248
20.45099516,200.4923447,0.048640368
20.45199287,200.4937161,0.048633243
20.45299412,200.495329,0.048625736
20.45399158,200.4970164,0.048617965
20.45499144,200.4988737,0.048609983
20.45599026,200.500996,0.048601802
20.45699088,200.5035973,0.048593231
20.45799016,200.5064844,0.048584476
20.45898888,200.5096971,0.048575196
20.45998881,200.5131535,0.048565578
20.46098723,200.5167613,0.048555686
20.46198914,200.5205356,0.04854577
20.4629886,200.5243699,0.048536192
20.46398781,200.5281533,0.048526554
20.46498685,200.5317852,0.048516479
20.46598616,200.5354184,0.048506081
20.46698591,200.5392469,0.0484953
20.46798691,200.5429703,0.048484149
20.46898469,200.5469267,0.048472701
20.46998528,200.5509109,0.048461095
20.47098465,200.5548303,0.04844934
20.47198227,200.5589537,0.048437699
20.4729822,200.5633157,0.048425542
20.4739815,200.5678082,0.048413399
20.4749826,200.5722898,0.048401324
20.47598157,200.5768583,0.048389168
20.4769812,200.5814502,0.048376498
20.47798104,200.5858807,0.048363678
20.47898002,200.5901584,0.048350477
20.47998048,200.5943077,0.048337317
20.48098038,200.5985606,0.048323946
20.48198047,200.602775,0.048310181
20.48297935,200.60694,0.048296202
20.48399371,200.6111913,0.048282167
20.48497275,200.6154037,0.048268106
20.485993,200.6196711,0.048253984
20.48699316,200.6237637,0.048239941
20.48799188,200.6278297,0.048226085
20.48899268,200.6315711,0.048212322
20.48999173,200.6352419,0.048198066
20.49099075,200.6388356,0.048183467
20.49199088,200.6422834,0.048168279
20.49299201,200.6456323,0.048152611
20.49399069,200.6487073,0.048136844
20.49498971,200.6515355,0.048121091
20.49598931,200.6541459,0.04810515
20.49699055,200.6565071,0.048089653
20.49798793,200.6586994,0.048074309
20.49899144,200.6604654,0.048059057
20.49998989,200.6617434,0.048043566
20.50098713,200.6627633,0.048027798
20.50199968,200.6633289,0.048011802
20.50298219,200.6632789,0.047995672
20.50398022,200.6628351,0.047979161
20.50498145,200.6618918,0.04796229
20.50598055,200.6606845,0.047945082
20.50697885,200.6591598,0.047927265
20.50797816,200.6572673,0.047909386
20.50897912,200.6551286,0.047891772
20.5099792,200.6527286,0.04787388
20.51097532,200.6499536,0.047855927
20.51198288,200.6467694,0.047838035
20.51298145,200.64314,0.047819796
20.51398205,200.6388929,0.047801273
20.51498344,200.6341633,0.047782232
20.51598119,200.6291361,0.047762989
20.51698116,200.6236652,0.047743638
20.51799711,200.6177523,0.047724312
20.51899688,200.6113807,0.047705077
20.51999488,200.6045292,0.0476864
20.5209947,200.5972906,0.047667617
20.52199182,200.5896443,0.047649052
20.52299071,200.5816981,0.047630294
20.5239899,200.5734291,0.047611654
20.52499181,200.5648767,0.047593253
20.52599058,200.5561023,0.047575028
20.52698877,200.54708,0.047556488
20.52798835,200.5376175,0.0475383
20.52898933,200.5278994,0.047520388
20.52998844,200.517737,0.047502346
20.5309863,200.5072166,0.047484455
20.5319891,200.4965272,0.047467108
20.53298733,200.4855818,0.047449911
20.53398673,200.4744169,0.047433172
20.53498657,200.4629032,0.047417071
20.53598644,200.4509815,0.047401568
20.53698743,200.4387209,0.047386691
20.53798679,200.4263142,0.047371771
20.5389852,200.4136818,0.047357326
20.53998402,200.4009442,0.047343278
20.54099444,200.3881935,0.047329484
20.54198354,200.3755324,0.04731594
20.54298098,200.3629012,0.047302659
20.54398056,200.3503394,0.047289652
20.54498046,200.3376124,0.047277332
20.54598097,200.3246801,0.04726562
20.54698085,200.3118234,0.04725429
20.5479797,200.2990495,0.047243381
20.54897997,200.2860202,0.047232821
20.54997975,200.2729431,0.047222553
20.55097503,200.2597992,0.047212767
20.55197516,200.2468237,0.047203428
20.55299614,200.2340432,0.047194423
20.55399612,200.2213883,0.047185271
20.55499521,200.2091586,0.047175895
20.55598044,200.1971202,0.047166654
20.55699386,200.1854602,0.047157309
20.55799427,200.174224,0.047147982
20.55899283,200.1634271,0.047138771
20.55999199,200.1530985,0.04713009
20.56099154,200.1431531,0.047121958
20.56198961,200.1332742,0.047113955
20.56298772,200.1236714,0.047106162
20.56398796,200.114418,0.047098153
20.56498641,200.1055239,0.047090342
20.56598714,200.0970122,0.047082237
20.56698632,200.08903,0.047073891
20.56798581,200.0816281,0.047065202
20.5689852,200.0747405,0.047056842
20.56998424,200.0682005,0.047048593
20.57098441,200.0622802,0.047040481
20.57201083,200.0569694,0.04703265
20.57300838,200.052305,0.047024751
20.57398614,200.0481966,0.047017022
20.5750034,200.0445473,0.047009074
20.57598645,200.0415294,0.047001208
20.5769842,200.0391699,0.046993469
20.57798542,200.0374007,0.046985655
20.57898479,200.0362548,0.04697792
20.57998298,200.035825,0.046970204
20.58098419,200.0361906,0.046962717
20.58200266,200.0372916,0.046955399
20.58297229,200.0393699,0.046948446
20.58397255,200.0420631,0.046941348
20.58497346,200.0455686,0.046934521
20.58597403,200.0498214,0.04692789
20.58697231,200.0545023,0.04692155
20.58797155,200.0598288,0.046915358
20.58897058,200.065697,0.046908973
20.58997078,200.0723574,0.046902755
20.5909919,200.079777,0.046896261
20.59202089,200.0880011,0.046889712
20.59299429,200.0970509,0.04688313
20.59399334,200.1068546,0.046877094
20.59499309,200.1173895,0.046871255
20.59599201,200.1287098,0.046865876
20.59699223,200.1407813,0.046860786
20.59799167,200.1531962,0.046855823
20.59899023,200.1659403,0.046850988
20.5999883,200.1793577,0.046846361
20.60098971,200.1932059,0.046841765
20.60201721,200.2073997,0.046837169
20.60298581,200.2219027,0.046832639
20.60398446,200.2367387,0.046828334
20.60498548,200.2520643,0.046824347
20.60598454,200.2678709,0.046820273
20.60698361,200.2842281,0.046816499
20.60798242,200.3010529,0.046812733
20.6089855,200.3181442,0.046809265
20.60998347,200.3354855,0.0468064
20.61098199,200.3529479,0.046804235
20.61198217,200.3703113,0.046803055
20.61298135,200.3876541,0.046802375
20.61398521,200.4048733,0.046801999
20.61498404,200.4222983,0.046802
20.61597931,200.4398847,0.046802
20.61698277,200.4574125,0.046801753
20.61798304,200.4751869,0.046801726
20.61898151,200.4930823,0.046802438
20.61998204,200.5111602,0.046803491
20.62099713,200.5291915,0.04680514
20.62199624,200.5470209,0.046807333
20.62297465,200.5648787,0.046810182
20.623973,200.5825733,0.04681321
20.62498108,200.6002312,0.046816402
20.62599327,200.6176559,0.046819693
20.6269938,200.6349924,0.046823322
20.6279922,200.6523446,0.046826938
20.62899047,200.6695009,0.046830576
20.62999078,200.6867895,0.046834595
20.63099001,200.703936,0.046838805
20.63198826,200.7210828,0.04684306
20.63298855,200.7380225,0.046847854
20.63398799,200.754895,0.046852812
20.63498576,200.7715109,0.046858511
20.63598619,200.787874,0.046864626
20.63698687,200.8038671,0.046871376
20.63798655,200.8195298,0.046878988
20.63898458,200.8348545,0.04688645
20.63998383,200.8500861,0.046893887
20.64098272,200.8654261,0.046901217
20.64198275,200.881001,0.04690844
20.64298454,200.8966163,0.046915559
20.64398309,200.9122293,0.046922346
20.64498315,200.9276719,0.04692957
20.64598582,200.9429346,0.046937629
20.64698131,200.9579035,0.046946122
20.64800384,200.9725624,0.046954659
20.64900366,200.9870919,0.046963542
20.64998432,201.0012105,0.046972455
20.65098203,201.0151476,0.046981387
20.65198182,201.0289161,0.046989982
20.65297856,201.0425962,0.046998168
20.65397479,201.056135,0.047006684
20.65497447,201.0695629,0.047014868
20.65597432,201.0829501,0.04702307
20.65697291,201.0964352,0.047030895
20.65797357,201.1098359,0.047038674
20.65897257,201.1232825,0.047046255
20.659972,201.1364803,0.047054274
